"","pccdd","p","pcc","ndstrelct02","ndistadm","njuntas02","inscr02","pindob02","pmvlb02","prscnc02","prnvct02","pcmb202","palznc02","pintnl02","ppusc02","ppac02","pptrnl02","pfrzdm02","pungnr02","ppln02","pvalid02","pnulos02","pblanc02","precib02","pabst02","dindob02","dunagc02","dmvlb02","drscnc02","dcnvnl02","dagrnl02","drnvct02","daclba02","dcmb202","dalznc02","dintnl02","dpusc02","dpac02","dptrnl02","dfrzdm02","dfrgrc02","dungnr02","dpln02","dvalid02","dnulos02","dblanc02","drecib02","dabst02","rindob02","rhmnmto02","rgtind02","rophmsj02","ryntscz02","rmvlb02","rrscnc02","ralpsjo02","rhmnvrdh02","rcrrsxi02","rdelsol02","rcnvnl02","rautsrp02","rnvcorr02","rhmecbr02","raccqup02","rindblm02","raccglft02","ragrnl02","rrnvct02","raclba02","rcmb202","rgrbecl02","rintnl02","raccsiqi02","rautpr02","rpusc02","rpac02","raljnva02","rptrnl02","rfrzdm02","rfrgrc02","rungnr02","rpln02","rcnclmn02","rvalid02","rnulos02","rblanc02","rrecib02","rabst02","distrito","nddee2006","njuntas06","inscr06","precib06","pvalid06","pclizu06","pintnl06","prnvct06","ppac06","punptr06","ppusc06","paldm06","ppln06","pptrpr06","pmvlb06","prscnc06","pfrzdm06","punacl06","punpcm06","pnulos06","pblanc06","pabst06","drecib06","dvalid06","dclizu06","dacsex06","dintnl06","drnvct06","dpac06","dnvlgf06","dunptr06","daclba06","dintpr06","dpusc06","dauthr06","dmvtrc06","daldm06","dpln06","drstnc06","dframp06","dptrpr06","dmvlb06","dacdml06","dfrgrc06","dunagc06","dgtind06","dautrc06","dfrzdm06","dunacl06","dunpcm06","dvrdec06","dnulos06","dblanc06","dabst06","rrecib06","rvalid06","rfrzcmds06","rclizu06","rintnl06","rrnvct06","rpac06","rmrvpgr06","rnvlgf06","runptr06","raclba06","rgchacc06","raccqup06","rautplr06","rintpr06","rpusc06","rauthr06","ryntscz06","rmvtrcm06","rhmnhd06","rdelsol06","raldm06","rpln06","rrstnclt06","rframp06","rptrpr06","rmvlb06","racdml06","rfrgrc06","rcrrsxi06","rgrbecl06","runagc06","raljnva06","rhmnmto06","rorglbag06","ralpsjo06","rindblm06","rgtind06","raccsiqi06","rautorm06","rautlbcr06","rautrc06","rcmnprcr06","rfrzdm06","rpntcmmr06","rautsrp06","runacl06","runnplm06","runpcm06","rvrdecl06","rnulos06","rblanc06","rabst06","njuntas10","ndistelect10","inscr10","precib10","pvalid10","ppusc10","pintnl10","palzptr10","prnvct10","pframp10","ppln10","pmvlb10","ppac10","pacsex10","pnulos10","pblanc10","pabst10","drecib10","dvalid10","dpusc10","dfrzfma10","dintnl10","dvrdec10","dalzptr10","drnvct10","dframp10","dpln10","dunagc10","drstalj10","dmvlb10","drstnc10","dmvtrc10","dalznyr10","dpac10","dtrncrt10","drsthrd10","dacsex10","dnulos10","dblanc10","dabst10","rrecib10","rvalid10","rpusc10","rcmnprcr10","rcrrsxi10","rtrrzprm10","rintnl10","rcvtbft10","rgchacc10","rvrdecl10","rtlmund10","ralzptr10","rrnvalj10","rpntcmmr10","runnplm10","rrnvct10","rclcmoun10","rframp10","rorglbag10","rclcalsc10","rvvbnair10","raccnrj10","rpln10","rgrbecl10","runagcl10","rclcbrbun10","rclcppar10","rrstalj10","rmvlb10","rrstncl10","rautorm10","rautlbcr10","rmvavsd10","raccsoqi10","raccqup10","rmvtrcm10","runcabg10","runnatn10","rorgscac10","rdelsol10","rclcbrb10","rclchdun10","ralzmyr10","rindblm10","rclcalj10","rpac10","rclclgrm10","rintbrb10","rrsthda10","raccsex10","ryntscz10","rclcfrpp10","rnulos10","rblanc10","rabst10","juntas14","inscr14","pvotosrecibidos14","pvalid14","ppase14","ppac14","ppan14","pde_los_trabajadores14","pfa14","ppin14","ppln14","pml14","ppng14","pppn14","pprc14","pprn14","ppusc14","pnulos14","pblancos14","pabs14","dvotosrecibidos14","dvotosvalidos14","dpase14","dpac14","dpadc14","dpap14","dpan14","dde_los_trabajadores14","dde_los_transportistas14","dfa14","dpin14","dpln14","dml14","dpng14","dnps14","dppid14","dppid_puntarenas14","dppn14","dprc14","dprn14","dpusc14","dverde14","dviviapuntarenas14","dnulos14","dblancos14","dabstencionismo14"
"323",50103,5,501,1,"Mayorga",2,655,0,0,0,0,0,0,1,174,30,0,0,1,240,446,6,1,453,202,1,NA,6,0,NA,NA,0,NA,0,1,3,165,28,1,1,NA,2,231,439,5,9,453,202,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,169,30,NA,NA,3,NA,NA,227,NA,431,7,15,453,202,"Mayorga",1,1,734,441,428,2,0,0,70,3,13,1,306,1,15,1,0,2,14,9,4,293,439,418,1,NA,1,1,26,NA,9,NA,NA,24,NA,NA,1,272,NA,NA,1,7,NA,NA,NA,30,NA,1,5,39,NA,14,7,295,440,412,NA,NA,0,1,25,NA,NA,52,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,0,245,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,15,NA,14,14,294,2,1,865,498,481,15,1,0,0,1,293,46,119,6,11,6,367,498,476,35,NA,3,NA,5,7,10,234,NA,NA,41,NA,NA,NA,89,NA,NA,52,9,13,367,498,467,25,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,28,NA,NA,13,18,367,2,969,505,489,2,44,4,1,68,0,241,56,0,2,16,6,49,12,4,464,505,491,4,47,NA,NA,3,6,NA,75,1,188,25,1,NA,NA,NA,1,21,14,105,NA,NA,7,7,464
"324",50104,5,501,1,"Nacascolo",3,988,0,7,0,2,1,1,0,285,83,0,0,0,279,658,14,4,676,312,1,NA,10,1,NA,NA,9,NA,2,2,1,276,65,2,2,NA,0,281,652,14,9,675,313,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,NA,2,NA,NA,285,63,NA,NA,3,NA,NA,281,NA,646,15,14,675,313,"Nacascolo",1,1,1158,664,644,0,1,6,121,0,56,3,377,6,45,2,0,2,25,16,4,494,664,637,1,NA,1,14,58,NA,1,NA,NA,70,NA,NA,2,344,NA,NA,4,38,NA,NA,NA,77,NA,0,4,23,NA,20,7,494,664,634,NA,NA,1,12,33,NA,NA,6,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,1,316,NA,NA,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,26,NA,26,4,494,3,1,1335,776,742,33,0,0,5,0,386,202,101,15,27,7,559,776,735,67,NA,3,NA,7,21,4,290,NA,NA,97,NA,NA,NA,64,NA,NA,182,21,20,559,776,731,52,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,192,NA,NA,23,22,559,3,1523,823,786,3,100,1,1,144,0,307,130,4,8,6,5,77,30,7,700,823,791,13,77,NA,NA,2,0,NA,129,3,253,89,2,NA,NA,NA,7,14,6,196,NA,NA,22,10,700
"325",50105,5,501,2,"Curubandé",3,939,0,3,0,15,0,1,0,303,49,0,2,1,258,632,17,15,664,275,3,NA,12,0,NA,NA,23,NA,3,1,1,263,42,2,13,NA,1,265,629,17,18,664,275,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,1,NA,4,NA,NA,279,48,NA,NA,11,NA,NA,254,NA,623,18,23,664,275,"Curubandé",4,4,1169,688,667,0,1,15,212,2,51,1,322,3,52,0,0,0,8,15,6,481,688,657,1,NA,2,58,114,NA,3,NA,NA,80,NA,NA,0,305,NA,NA,6,38,NA,NA,NA,31,NA,1,1,17,NA,23,8,481,688,662,NA,NA,2,44,104,NA,NA,11,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,3,329,NA,NA,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,18,8,481,4,3,1368,821,799,33,0,1,23,4,382,195,140,21,17,5,547,821,789,65,NA,11,NA,6,80,7,255,NA,NA,103,NA,NA,NA,93,NA,NA,169,22,10,547,821,782,72,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,304,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,150,NA,NA,16,23,547,4,1580,968,948,3,116,1,4,159,0,390,152,3,5,36,6,73,17,3,612,968,945,23,63,NA,NA,0,10,NA,135,0,308,114,1,NA,NA,NA,6,66,13,206,NA,NA,16,7,612
"326",50201,5,502,19,"Nicoya",48,14646,7,98,11,65,16,11,28,4881,784,5,17,19,4485,10427,285,74,10786,3860,14,NA,306,38,NA,NA,217,NA,52,36,28,4232,609,28,40,NA,12,4741,10353,268,165,10786,3860,NA,NA,NA,NA,NA,164,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,NA,123,NA,34,NA,NA,4091,703,NA,NA,141,NA,NA,4432,NA,10290,255,244,10789,3857,"Nicoya",21,21,16198,10675,10298,17,10,126,3136,29,455,25,4785,50,1380,18,29,88,150,286,91,5523,10674,10232,34,NA,70,280,1384,NA,290,NA,NA,566,NA,NA,104,4395,NA,NA,39,2644,NA,NA,NA,172,NA,90,77,87,NA,318,124,5524,10675,10170,NA,30,254,267,1360,NA,NA,224,NA,NA,NA,NA,NA,844,NA,NA,NA,NA,NA,60,4303,NA,NA,41,2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,NA,NA,NA,NA,NA,89,NA,NA,111,NA,138,NA,327,178,5523,46,20,18080,12591,12218,876,11,22,78,52,6353,2947,1740,139,301,72,5489,12590,12125,2412,NA,25,NA,219,332,421,6030,NA,NA,1446,NA,NA,NA,982,NA,NA,258,287,178,5490,12591,11975,1807,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,493,NA,NA,NA,NA,5553,NA,NA,NA,NA,NA,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,NA,NA,NA,446,NA,NA,347,269,5489,45,19717,13522,13178,26,1924,12,22,2597,13,5422,1727,21,128,101,125,1060,297,47,6195,13522,13093,170,1331,NA,NA,53,64,NA,2053,54,5459,1625,53,NA,NA,NA,339,302,296,1294,NA,NA,284,145,6195
"327",50202,5,502,9,"Mansión",11,2911,0,21,1,34,1,1,4,960,175,2,5,8,951,2163,55,14,2232,679,4,NA,35,0,NA,NA,89,NA,12,8,3,833,175,4,10,NA,1,975,2149,41,37,2227,684,NA,NA,NA,NA,NA,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,11,NA,9,NA,NA,880,151,NA,NA,16,NA,NA,942,NA,2128,43,61,2232,679,"Mansión",9,9,3255,2153,2063,1,1,107,684,8,82,29,877,12,215,3,1,10,33,70,20,1102,2153,2062,3,NA,9,202,354,NA,40,NA,NA,88,NA,NA,273,676,NA,NA,10,325,NA,NA,NA,56,NA,11,6,9,NA,69,22,1102,2153,2039,NA,7,30,172,524,NA,NA,16,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,141,661,NA,NA,9,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,8,NA,NA,20,NA,21,NA,83,31,1102,11,9,3632,2564,2488,172,3,12,30,10,1361,577,284,39,61,15,1068,2564,2449,380,NA,10,NA,195,136,72,1108,NA,NA,278,NA,NA,NA,156,NA,NA,114,76,39,1068,2564,2465,300,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,994,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,141,NA,NA,63,36,1068,12,3946,2602,2539,11,252,4,7,501,5,1136,309,2,18,38,27,229,58,5,1344,2602,2526,81,176,NA,NA,7,14,NA,374,36,1077,272,5,NA,NA,NA,24,113,51,296,NA,NA,52,24,1344
"328",50203,5,502,14,"San Antonio",18,4317,2,15,0,20,2,3,5,1314,140,3,8,7,1741,3260,107,18,3385,932,10,NA,104,8,NA,NA,64,NA,16,15,9,1126,118,6,15,NA,3,1729,3223,105,59,3387,930,NA,NA,NA,NA,NA,33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,36,NA,11,NA,NA,1155,112,NA,NA,15,NA,NA,1764,NA,3199,97,92,3388,929,"San Antonio",15,15,4685,3310,3170,1,4,15,670,6,206,4,1900,23,270,7,7,38,19,95,45,1375,3311,3156,6,NA,20,53,322,NA,8,NA,NA,196,NA,NA,16,2053,NA,NA,15,310,NA,NA,NA,72,NA,7,69,9,NA,104,51,1374,3308,3129,NA,6,54,29,262,NA,NA,5,NA,NA,NA,NA,NA,334,NA,NA,NA,NA,NA,8,1742,NA,NA,12,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,7,NA,NA,273,NA,11,NA,115,64,1377,18,15,5037,3658,3518,238,1,11,15,25,2110,778,316,24,116,24,1379,3660,3479,457,NA,3,NA,96,80,223,1750,NA,NA,487,NA,NA,NA,296,NA,NA,87,113,68,1377,3607,3405,426,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,1817,NA,NA,NA,NA,NA,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,NA,NA,110,NA,NA,106,96,1430,17,5321,3687,3556,16,185,6,9,690,7,1817,455,25,21,24,24,277,113,18,1634,3685,3529,35,129,NA,NA,14,20,NA,566,14,1675,425,113,NA,NA,NA,86,78,72,302,NA,NA,92,64,1636
"329",50204,5,502,6,"Quebrada Honda",7,1696,3,3,2,7,1,2,0,622,92,0,2,0,593,1327,17,5,1349,347,2,NA,14,2,NA,NA,11,NA,2,2,1,530,97,1,4,NA,0,643,1309,18,22,1349,347,NA,NA,NA,NA,NA,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,3,NA,4,NA,NA,536,88,NA,NA,5,NA,NA,630,NA,1295,15,39,1349,347,"Quebrada Honda",6,6,1823,1280,1233,0,0,32,360,0,120,10,597,3,81,5,0,7,18,31,16,543,1280,1226,2,NA,1,56,153,NA,18,NA,NA,136,NA,NA,184,553,NA,NA,3,69,NA,NA,NA,34,NA,1,4,12,NA,35,19,543,1280,1214,NA,2,7,51,159,NA,NA,8,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,52,575,NA,NA,4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,0,NA,NA,20,NA,14,NA,39,27,543,7,6,2000,1460,1432,121,0,3,3,4,669,495,126,11,17,11,540,1460,1426,326,NA,4,NA,59,19,30,593,NA,NA,274,NA,NA,NA,99,NA,NA,22,20,14,540,1460,1401,224,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,601,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,31,NA,NA,18,41,540,7,2121,1517,1476,2,127,1,3,441,2,559,159,2,1,11,10,158,34,7,604,1517,1478,27,104,NA,NA,8,10,NA,344,3,539,142,11,NA,NA,NA,23,18,36,213,NA,NA,28,11,604
"330",50205,5,502,6,"Samara",7,1558,1,7,0,10,0,3,1,414,47,1,2,1,452,939,44,16,999,559,0,NA,16,1,NA,NA,45,NA,4,0,0,369,39,5,5,NA,0,451,935,35,29,999,559,NA,NA,NA,NA,NA,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,4,NA,1,NA,NA,386,37,NA,NA,9,NA,NA,405,NA,925,34,40,999,559,"Sámara",6,6,1750,1008,950,2,0,5,173,1,74,1,578,7,90,4,1,8,6,50,8,742,1007,946,3,NA,1,22,114,NA,5,NA,NA,88,NA,NA,3,523,NA,NA,7,149,NA,NA,NA,11,NA,6,12,2,NA,47,14,743,1006,936,NA,3,6,13,110,NA,NA,7,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,2,531,NA,NA,7,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,2,NA,NA,5,NA,5,NA,47,23,744,7,6,2073,1229,1179,112,2,2,10,5,662,238,134,14,45,5,844,1229,1170,202,NA,1,NA,9,50,11,608,NA,NA,132,NA,NA,NA,130,NA,NA,27,32,27,844,1229,1180,191,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,599,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA,33,NA,NA,23,26,844,7,2362,1417,1353,6,104,9,3,422,2,489,168,2,4,7,17,120,49,15,945,1412,1345,17,78,NA,NA,121,9,NA,333,0,467,102,5,NA,NA,NA,30,17,25,141,NA,NA,37,30,950
"331",50206,5,502,6,"Nosara",8,1586,1,2,1,1,1,0,3,369,53,0,0,1,714,1146,30,7,1183,403,3,NA,4,1,NA,NA,2,NA,0,2,4,304,61,1,3,NA,0,742,1127,38,17,1182,404,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,4,NA,NA,289,58,NA,NA,1,NA,NA,772,NA,1134,31,19,1184,402,"Nosara",5,5,1911,1125,1078,1,1,10,169,3,40,3,737,7,90,0,4,7,6,36,11,786,1125,1071,0,NA,2,20,126,NA,36,NA,NA,46,NA,NA,2,701,NA,NA,2,105,NA,NA,NA,18,NA,7,2,4,NA,34,20,786,1125,1073,NA,2,5,12,123,NA,NA,47,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,2,709,NA,NA,9,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,4,NA,NA,2,NA,4,NA,33,19,786,8,5,2453,1695,1635,62,1,4,23,6,1007,368,153,11,52,8,758,1696,1616,143,NA,4,NA,23,89,40,850,NA,NA,241,NA,NA,NA,202,NA,NA,24,50,30,757,1695,1628,110,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,813,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,NA,40,NA,NA,37,30,758,8,2915,1873,1814,7,113,0,5,273,4,963,310,7,12,20,18,82,45,14,1042,1873,1800,29,132,NA,NA,3,16,NA,228,6,930,225,10,NA,NA,NA,16,80,29,96,NA,NA,48,25,1042
"332",50207,5,502,8,"Belén de Nosarita",8,1344,0,5,0,0,0,1,0,412,38,0,1,0,570,1027,27,6,1060,284,1,NA,6,0,NA,NA,0,NA,3,2,2,398,26,0,3,NA,1,583,1025,20,15,1060,284,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,4,NA,NA,416,30,NA,NA,2,NA,NA,560,NA,1024,19,18,1061,283,"Belén De Nosarita",8,8,1457,1041,1021,0,0,0,270,1,39,3,641,8,40,4,0,7,8,13,7,416,1041,1005,1,NA,1,0,116,NA,7,NA,NA,150,NA,NA,3,655,NA,NA,6,40,NA,NA,NA,10,NA,3,5,8,NA,18,18,416,1041,1011,NA,1,3,0,78,NA,NA,4,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,2,643,NA,NA,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,6,NA,5,NA,16,14,416,9,8,1718,1289,1252,147,0,3,2,3,713,200,168,16,23,14,429,1289,1237,306,NA,3,NA,48,3,13,662,NA,NA,73,NA,NA,NA,104,NA,NA,25,23,29,429,1289,1235,352,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,594,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,19,NA,NA,25,29,429,9,1918,1390,1352,5,95,1,3,262,3,683,193,2,8,4,6,87,29,9,528,1390,1328,18,70,NA,NA,44,7,NA,183,4,679,112,4,NA,NA,NA,15,9,20,163,NA,NA,37,25,528
"333",50301,5,503,9,"Santa Cruz",34,11498,0,62,9,55,35,2,9,3738,996,7,17,21,3043,7994,250,59,8303,3195,19,NA,120,52,NA,NA,2585,NA,241,19,24,2105,704,132,41,NA,12,1846,7900,267,125,8292,3206,NA,NA,NA,NA,NA,NA,961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,NA,271,NA,35,NA,NA,2292,837,NA,NA,62,NA,NA,2268,NA,7827,259,212,8298,3200,"Santa Cruz",11,11,13006,8070,7792,4,6,74,2547,16,349,29,3975,34,438,17,11,136,156,213,65,4936,8065,7723,7,NA,28,191,1646,NA,104,NA,NA,495,NA,NA,106,3195,NA,NA,51,391,NA,NA,NA,78,NA,27,1306,98,NA,245,97,4941,8072,7664,NA,NA,23,208,1494,NA,NA,230,NA,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,232,3452,NA,NA,42,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,703,NA,249,NA,272,136,4934,35,11,14935,10005,9715,479,6,13,98,42,5020,2133,1801,123,247,43,4930,10002,9605,713,NA,25,NA,103,441,362,4461,NA,NA,1492,NA,NA,NA,1637,NA,NA,371,266,131,4933,10001,9608,646,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,573,NA,1349,NA,NA,NA,NA,3783,NA,NA,NA,NA,NA,1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473,NA,NA,NA,263,NA,NA,257,136,4934,33,16411,10371,10097,44,1474,32,20,2279,10,4098,1006,17,80,67,104,866,233,41,6040,10371,10064,145,972,NA,NA,239,74,NA,2215,22,2954,668,106,NA,NA,NA,703,249,246,1471,NA,NA,226,81,6040
"334",50302,5,503,2,"Bolsón",3,1036,1,1,0,9,0,0,1,326,49,0,0,3,316,706,32,5,743,293,0,NA,9,0,NA,NA,68,NA,11,3,2,274,39,8,4,NA,2,282,702,30,11,743,293,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,9,NA,2,NA,NA,321,32,NA,NA,3,NA,NA,283,NA,698,30,15,743,293,"Bolsón",2,2,1113,699,672,1,0,9,170,5,79,2,355,3,34,1,1,2,10,18,9,414,699,669,1,NA,0,23,109,NA,11,NA,NA,108,NA,NA,4,355,NA,NA,5,25,NA,NA,NA,3,NA,6,9,10,NA,17,13,414,699,666,NA,NA,1,16,97,NA,NA,20,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,2,328,NA,NA,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,17,NA,17,16,414,3,2,1210,805,771,93,1,0,6,3,420,125,105,18,25,9,405,805,758,109,NA,4,NA,6,18,18,367,NA,NA,92,NA,NA,NA,110,NA,NA,34,21,26,405,804,761,113,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,17,NA,29,NA,NA,NA,NA,379,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,23,NA,NA,24,19,406,3,1300,840,811,6,35,1,1,131,2,460,78,1,4,8,6,78,24,5,460,840,803,14,26,NA,NA,12,1,NA,71,3,391,38,0,NA,NA,NA,37,103,13,94,NA,NA,29,8,460
"335",50303,5,503,9,"Veintisiete de Abril",13,3365,6,15,1,7,5,1,1,1096,149,2,4,5,847,2139,99,33,2271,1094,4,NA,28,6,NA,NA,124,NA,30,5,9,952,140,10,11,NA,1,800,2120,101,50,2271,1094,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,20,NA,15,NA,NA,953,146,NA,NA,10,NA,NA,848,NA,2117,100,54,2271,1094,"Veintisiete de Abril",9,9,3742,2219,2097,0,3,10,462,2,158,10,1265,10,117,3,1,35,21,90,32,1523,2218,2068,2,NA,4,20,284,NA,4,NA,NA,249,NA,NA,12,1177,NA,NA,33,96,NA,NA,NA,20,NA,9,143,15,NA,110,40,1524,2218,2076,NA,NA,3,17,247,NA,NA,8,NA,NA,NA,NA,NA,368,NA,NA,NA,NA,NA,25,1118,NA,NA,6,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,159,NA,20,NA,109,33,1524,13,9,4332,2973,2834,180,1,9,11,5,1708,674,230,16,116,23,1359,2971,2777,354,NA,4,NA,23,52,17,1500,NA,NA,541,NA,NA,NA,226,NA,NA,60,120,74,1361,2970,2789,478,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,26,NA,43,NA,NA,NA,NA,1380,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,48,NA,NA,115,66,1362,13,4886,2886,2771,13,251,14,5,428,4,1300,404,2,11,27,52,260,95,20,2000,2888,2742,50,229,NA,NA,171,20,NA,284,7,1089,219,11,NA,NA,NA,49,203,32,378,NA,NA,110,36,1998
